name;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;Condell con Bellavista;Bellavista con Errazuriz;España con Argentina y Errazuriz;Argentina con Colón;Colón con Edwards
51;597,5609635656;592,9967666085;600,0561023845;613,9292890584;487,9267787271;479,3761767362;488,8404718151;502,3278312103;486,3245593298;413,4372676006;387,3425580626;381,6781577141;386,6191727602;329,7404941308;336,284466326;260,264621799;275,1091194306;297,5464054278;314,9507715427;345,1952569559;391,4714078949;207,4670433807;165,4086252791;163,1489254553;188,6288719011;230,7571052675;256,935142116;296,4501882633;349,1899486061;330,2331440249;269,8474513432;223,7824722328;185,4691842464;132,0628918291;71,9542390666;65,8222357443;155,6939492388;148,3728955327;197,9328897761;141,6848907923;64,0723008238;69,9993889277;139,3334411336;194,486083769;194,486083769;273,7756599848;334,7333664289;374,6557083651;318,8375100275;279,1764142342;248,2236732814;205,3899027792;165,9879398756;167,9478005616;240,0940900852;315,8661845668;365,7827419463;293,7379897509;295,7294137858;328,9353082386;356,2257176794;382,6464383458;411,7245822684;430,512288806;495,8915998154;476,8051145075;453,5507551309;422,2585064607;386,2509316939;377,420404526;388,5443879998;429,5494473289;553,7289825219;510,0557218651;499,3105620639;498,4777656759;526,7572291413;554,6684332814;575,3451180019;568,3998060344;672,4184238038;657,6525411255;640,4164236312;626,2864558357;631,9198785912;652,1021311528;678,6425107254;778,1170855476;747,2913270998;722,1328300468;715,6161615356;723,8358999589;738,9512182399;753,3115507157;879,1806049496;839,2833597359;820,2843202856;804,2953111763;794,2081875042;798,1831175132;817,3973553366;849,3333285285;941,0784610823;923,1474942293;909,1003831675;896,9244664118;897,0514863781;907,4768509509;916,3796473819;935,6544874363;976,4120571885;1015,5342166023;1038,6992554335;1002,6388234203;1015,2502659576;1037,154527099;1103,4972381382;1081,1651447066;1006,7920083956;1029,1448552684;1100,0907558476;1178,9165939314;1166,3645131085;1223,2990616311;1304,5852493766;1300,6871749294;1267,7988201195;1397,4882118895;1143,4469930884;1110,9637525722;1086,5470325071;1058,8049374299;1100,4806871144;640,5631187744;641,3178147871;1195,5365212768;1498,621088085;269,6523027224
52;579,9917226579;564,1903540422;559,9608653144;565,7249586684;474,9701982481;455,0797433622;455,6214324069;459,3824400118;430,8152274492;362,9297163653;348,3246924675;358,4949176169;383,8324439803;329,5114125523;312,0383661484;265,1541324225;247,2473376889;253,3720132763;263,4482778555;283,352580778;321,380896141;265,0650180198;194,9561969067;164,5364493927;148,9733191243;168,7972745102;187,8595008851;220,9277410394;268,1684687438;239,3235739838;180,0296885455;134,9880774012;98,385664265;57,4614089467;67,4816062886;138,1928861239;234,2033827831;239,3157276812;290,4438163655;232,3262119966;145,1534235884;62,2548297895;59,3465108267;105,7291618132;105,7291618132;181,1708150457;241,4643298556;289,3393422717;238,8146705423;205,4748660222;183,1438785759;157,7901225359;158,7469892177;219,2859055334;316,7250261282;380,6158973467;423,9588974372;329,6596663643;290,2994591542;296,0581165772;310,3990644952;329,1335056171;349,9791561834;360,3772867413;443,537208015;431,9258480479;415,7333173124;397,016611888;381,7116179315;392,4376102499;420,493137406;481,7615886465;597,3477532352;539,4681693742;512,8105770906;491,9547814907;504,0975833236;521,2570688218;535,0097819156;523,1677778215;636,2210626091;627,2648517712;620,2941824438;619,9244899132;643,8080935705;678,6719982386;716,5628557669;812,7655271882;771,6688196614;732,7565638245;709,028080813;704,5676557123;711,214646381;718,9926421508;844,3338481162;806,9797187695;793,4502093;786,0996354018;787,2186314723;807,2777489676;840,3646960233;882,3137225398;972,1278748545;944,3032114655;916,0952718735;889,1282409645;879,2882279622;881,9884501099;885,6363195549;900,8016316471;941,4207757125;980,1449362299;1006,503422755;977,1154575941;997,8934395003;1028,5616688292;1106,1187087787;1101,4009101308;1027,7773508189;1059,2448859078;1128,7653571725;1206,7886612199;1186,0212660242;1233,175169521;1320,0744521196;1322,0141732308;1294,830281443;1423,3884497621;1132,0820140406;1092,5281772702;1059,5170877897;1022,7048726582;1063,8206788461;623,1616055578;589,4317846291;1155,7353619459;1525,7060651381;326,2745925978
53;576,5409472068;552,776786268;540,0764121913;539,445658319;476,7359955767;449,103896797;442,9271605348;439,0353948191;400,8268299956;338,9247636431;334,3012382682;356,287402992;395,152339467;344,6301491309;311,0962426683;287,0062419026;247,6736713702;240,0740988563;243,0403257329;252,3184658038;281,038458873;315,2416980178;235,9103443651;194,0637551459;152,3083939922;147,0624758788;155,8678699129;178,9790617962;218,0872815349;178,0288006813;121,2441217843;80,1812925589;53,1721448244;61,429351256;119,9229773916;198,9428715928;293,7815120433;303,2114106305;354,7968735619;296,1240066986;207,5066438313;115,8135649921;52,6056040469;54,5840751856;54,5840751856;117,9268789066;177,0662995362;233,9577157522;190,7207356856;166,5112009488;156,0132316925;152,1930602094;183,8595087023;268,4755472152;374,2772912311;431,6308130474;470,9101726291;366,5938716895;303,7832957734;289,2048604312;292,2560909097;303,6033746949;316,4523184961;318,8903490843;415,7866472703;410,5201909569;400,3451648827;391,7983212789;391,779823088;414,9839511983;452,6683076092;524,6270714954;633,8488867222;567,9611974725;531,6183536507;497,7278360813;498,1258597693;506,9602812096;515,1865222026;499,7137647143;618,1885727943;613,6794381592;614,3069951887;623,6877721865;659,6623176323;703,7317984545;748,5002850079;841,9606184398;794,5178373003;746,8509642213;711,6038096819;698,2270646198;698,6710677495;701,5217194943;825,5111003672;790,285105931;780,8551968919;779,7866454052;788,8011312197;819,7250343618;861,8080708745;910,0299025937;998,1406173012;963,9431418942;926,3895672787;889,4053527227;872,6049906728;869,7505153797;869,5623995905;881,6310013709;921,9276294035;960,1674063143;988,7312697065;964,3127782055;990,8186748243;1027,5040988643;1112,4797507329;1119,7167161204;1046,9004110205;1084,2660852538;1152,589337293;1229,8240903963;1203,6413506951;1244,0265268289;1334,4721488911;1340,3435954563;1317,0513820396;1444,5343682548;1128,630515901;1084,2523994994;1045,2436175307;1002,0133791424;1042,5484658884;619,2284944742;559,9516960245;1131,8349138814;1547,429932839;374,2959515145
54;575,1991720555;545,2815944675;525,8018592615;519,8862893036;480,5817180274;447,205003116;435,6945803566;425,5501926075;379,7310107252;324,1802817987;328,1038330684;359,0930921479;407,5979872083;360,9167623589;316,0873687226;309,5939557342;256,093307485;237,8894686004;234,6515248836;233,9795316668;253,0102979739;356,1472022232;272,4299717763;225,2357802178;169,7082809829;145,0742942761;143,017736925;153,6807930128;182,1128280936;130,2901554674;78,8161706881;51,4896257517;54,5840848103;98,4105457897;166,2592081408;247,3463937285;340,8921155911;353,2744270374;405,8837410165;347,0912571807;258,1237914629;164,8637401265;91,7922347785;52,6848689019;52,6848689019;71,8829870879;127,3441632278;197,09870309;164,6003839564;152,7313195077;155,3785646877;169,8242681034;218,28616552;313,1314104033;422,4631992955;476,125835254;512,8708863561;403,3282503812;326,59363436;297,5912530332;291,3317059593;295,8710486152;300,9891965551;295,5819570778;403,6357368759;403,9985102236;399,0786054625;398,8888819225;410,3453127148;441,9000291074;485,5516411925;563,8398236662;668,4662883006;597,5301921093;554,7290615512;511,6878009685;503,0504637562;505,0731186972;508,6070555224;490,21180505;612,1859828462;611,3779966777;618,1132214192;634,9989473645;679,7471829441;730,193095942;779,5872642585;870,8362746518;819,0338209275;765,1878824182;721,4436274812;701,1805899632;696,6406505777;695,4343094029;817,6927889855;784,3785097813;778,3433985423;782,3228463868;797,480983711;836,5241334584;885,0764446471;937,669211443;1024,3457846743;985,5951455986;941,1924194697;896,658264454;874,4463720937;867,1460048352;863,8335294739;873,3057282326;913,1950098852;950,9117598536;981,2104452532;960,9218581669;991,9464757767;1033,2755193176;1123,7849047105;1140,0294287965;1067,9671916027;1109,5735265803;1176,8976013925;1253,4256048462;1223,2777210852;1258,4950381125;1351,4783219601;1360,2925436857;1339,9237451539;1466,4466269808;1132,2660236105;1084,1664751312;1040,425563239;992,0438022457;1031,9887011016;617,1501437069;537,5556351261;1118,8789269812;1569,6588409384;413,2003354584
55;570,4372932941;537,0996436827;513,8344366483;504,9609766621;479,2265244599;442,7099742235;428,1884529306;414,504693973;364,5966410282;313,1857780798;322,0678988956;357,9792253365;411,6785466008;367,5853543115;316,693985469;320,374992794;259,5556341085;235,5730857179;228,7374538059;222,0854907594;234,9414577244;377,3153566041;291,5132017562;241,9085754369;180,381593901;146,0926740171;137,5313798647;139,5655385156;160,1669664359;101,6230460541;55,7141715189;47,5522273924;69,6679096487;121,52687915;191,8633802139;273,7558200177;366,1391804588;380,8180559225;435,0602759665;376,4590189196;287,6609942659;194,4755799194;120,4991268012;74,7560037469;74,7560037469;55,1847614199;102,0014146844;184,3334873922;161,2723964104;158,1786874748;168,0563805261;190,3220890057;244,2219411983;341,834581651;451,9089064669;504,64667945;540,5622857698;429,3096832432;347,2399352549;311,7558974201;300,7225272292;301,3805681624;301,7837079361;291,3540029526;405,4905020416;409,1739849331;407,2589214868;411,5429629791;428,5950428106;463,800946928;509,8586511107;590,5124103658;693,2301075787;620,233592477;574,6053236372;527,2870174194;514,024442608;512,3158616917;513,1614047367;493,1413832261;616,6879349612;617,9955926392;628,0869178864;648,8928414223;697,9312503984;751,3132345821;802,738172996;892,9199492864;839,1441182733;782,3789069717;734,3846693803;710,4797751905;703,1817436274;699,6595163017;820,6586669562;788,5180795675;784,4389303143;791,2291632296;809,6757685257;852,8508371036;904,5258700566;959,1343204418;1045,0810069965;1004,1728215098;956,3846482711;907,9472957569;882,8188779126;873,0370175658;867,9388847383;875,8829178384;915,4739086888;952,8312070533;984,1112097899;966,2345115306;999,7700631876;1043,607138662;1136,9927072387;1157,835476621;1086,1948397922;1129,8307009412;1196,638144352;1272,7850747667;1240,6964678597;1273,2611670165;1367,4989844837;1377,7980571341;1358,8876503212;1484,8865193491;1141,3374199059;1091,213802829;1044,8268918709;993,4895279146;1033,0380571174;611,8254355816;520,9909189129;1118,4050384662;1588,2197838667;432,9070785171
56;573,1692501016;532,985680294;501,7315670802;486,2667436411;489,6923584452;447,3262831396;426,7630261354;405,6482306025;347,2776230081;306,4870250492;325,7490604704;370,7130789933;433,3683479013;394,5954658393;333,6180652236;355,1904422364;283,299422361;249,5730388103;235,9521948429;216,8058932341;214,0803600454;427,621573108;339,5205492255;287,2164064719;218,8876100201;171,8492783062;152,6415423035;136,0358316337;133,0296892768;52,7740800397;53,4558897111;86,9567175768;121,5694352899;177,1734299012;248,9383176037;331,2957432737;422,0366535861;439,3965935611;495,0073491129;436,4465367487;347,5706081555;253,904855797;178,0963746709;126,3328399532;126,3328399532;57,9499924046;56,4372015627;164,0588739758;163,4157387188;177,3019788391;198,9794044721;233,2573035443;295,5894484039;398,3898011653;510,4354417767;560,496219736;594,357691408;479,6100011608;387,4920069511;340,2382286512;320,365756072;313,4937615539;304,5556589223;284,2356604774;408,1332840151;418,4066058109;422,4843343232;435,5159038296;463,3634412336;505,5717573091;556,3424058676;641,8888554708;740,1896916297;662,9762452082;611,6790961181;555,9932037836;533,5838959189;524,4233649629;519,8618751274;496,7800006165;622,4218957569;627,9941258284;644,7984989804;673,4243384273;731,0190947964;790,3505954945;845,9890952598;933,7112353999;875,8409433156;813,1313881566;756,5816245393;725,3743791787;712,519851069;704,3247819426;822,2094045809;792,5819832;792,4903505798;804,9683493055;830,058731893;881,6076092413;939,687897833;998,487887128;1082,7393671854;1037,3047691373;982,5272445903;926,1598230093;895,1399480292;880,3343586311;871,6245246964;876,4394056169;915,2929151821;951,8063377895;984,987331708;972,0639632888;1010,6320844229;1059,5066153946;1158,6493277578;1189,0937687001;1118,4510382647;1166,3498490276;1231,9675987672;1307,2122936746;1271,0248445209;1297,9595448516;1394,721489071;1408,1562756234;1392,3794585144;1517,1418904157;1154,4420265481;1100,2720684888;1048,594779787;991,3891107767;1030,0311793851;613,0841996869;498,3447222728;1112,1193310199;1620,6548558565;480,7518218613
57;586,1067922778;539,7430589032;500,8839897317;478,7707675715;510,8086536783;463,6686057718;437,7389085534;409,7384038067;344,0714092809;315,455158899;343,9105939987;395,824099274;465,0972025175;431,2619283342;363,1528171195;398,4787421502;319,631698185;279,3852844067;260,7711295153;231,5843890232;213,1399273135;481,4307198272;392,2527680123;338,6799544267;267,3094395381;214,2251417775;189,4001319266;160,5070018935;134,181129392;52,6060968788;100,3983785799;142,3344805377;179,0109157965;235,2557049824;307,3453020655;389,7866832728;479,4840082521;498,3345683635;554,3544237843;495,6887166792;406,6020567845;312,4134023993;235,4423243507;181,2874048613;181,2874048613;101,6890724019;52,2723535073;160,1618786999;181,9897202487;208,6256468715;237,8330407059;279,65179282;347,3587860802;453,9689862328;567,7536807104;615,0847851453;646,9158291813;529,2961568138;429,1049010238;372,5010410378;345,3772103411;331,9228542426;314,5466044895;285,3340269687;415,1396128661;431,5467270435;441,1972462064;462,0851135156;499,3333108679;547,4682416894;602,2309128512;692,0456218675;785,9066284353;704,9561562527;648,6219398322;585,567293221;554,828434974;538,700825563;528,9880030459;503,237166494;629,5110557832;639,1853878939;662,325201594;698,2135521927;763,6150759036;828,373087813;887,8909058567;973,0346917023;911,3582822296;843,1546659543;778,6586039065;740,5920421612;722,424860445;709,714870695;823,8140704327;796,8258188814;800,6503155789;818,6141615017;850,0287317065;909,458632548;973,5475070875;1036,2766378911;1118,7090199143;1068,9523466027;1007,5209677162;943,6281954822;906,9824171111;887,3175356087;875,0927585808;876,7945041293;914,7463108555;950,2750981928;985,213078114;977,2282520603;1020,6102146869;1074,2729231025;1178,8001592417;1218,5958610369;1149,067913136;1201,0553451197;1265,3973775689;1339,6406554475;1299,4695937191;1320,8172362266;1419,9113610173;1436,4248043106;1423,7680119497;1547,1549720804;1166,2046322664;1108,1984528611;1051,4610678952;988,6427711073;1026,2514754766;624,2249148177;486,4423306695;1104,8302922315;1650,737828323;532,6302396659
58;768,8792326041;782,6409012657;805,7958157182;829,9523651437;658,9439387842;668,6266699526;690,0749046597;715,484726297;714,235174765;638,7681664174;601,7902121366;577,1642548768;551,3702106805;498,6965659592;537,6549686508;435,0191111246;487,5486825999;523,3832197168;545,9079383206;582,8996301365;633,7845566415;300,1360383478;335,7905763899;368,858907552;421,6907173753;472,8826802696;501,4630277013;542,924317178;597,105555726;577,286031678;517,5309895487;471,7671036869;433,7312031313;380,6564013732;315,0308426863;246,9869628969;221,7476728732;158,9743557949;63,2744063569;107,1080618408;193,490538856;288,3216107977;367,3280797813;424,541980402;424,541980402;508,238094763;570,9607452514;585,0171236641;521,7693230004;474,9855321254;435,1846334074;378,259696366;300,838939032;187,9968660343;88,6611816096;167,9902030862;224,0384179371;255,5265743962;359,9338292778;439,9269402948;487,2917589184;524,8805062462;567,3093888889;602,3644615785;621,1893215781;587,1748110102;551,0282246324;496,3681779808;419,8691372131;364,1621292859;324,6546463074;291,5303307761;421,9216536243;426,3165235855;461,9585232541;513,762004693;577,9608610579;628,6430154329;663,9686253222;669,5701095644;742,1743193136;713,9307213703;672,1952233597;624,0252884152;580,4977744425;558,1981418455;550,5842726511;652,0439452224;651,3562831046;665,5336524109;705,435665935;746,1338325764;782,0481595082;812,4290683255;932,5053074077;887,9889783873;855,7345852085;818,0878734129;779,1482801721;740,0034200326;720,6138547044;723,775454509;816,4417077316;825,5747491342;849,9839180395;877,7979811786;904,3273012682;934,6622711242;957,052464294;986,3629201721;1025,767165432;1064,4271302767;1078,1557124295;1025,6426683368;1015,9713048468;1013,6605325298;1047,7443018526;979,7515071897;906,0928227589;903,6903654765;976,074956403;1054,779471522;1063,8282739693;1144,7150243729;1209,3206384631;1190,4445273272;1143,6822865866;1273,6358077173;1123,4859357198;1110,9701415745;1110,4222958259;1108,0502673585;1149,8524970653;809,3074068016;861,2741033383;1250,6836301402;1370,0940985073;335,175182298
59;747,9541121822;757,7815965898;777,3006300125;798,9774400885;637,3042828844;643,191623558;662,1088966188;684,8319259691;679,7456366364;604,7194150251;570,2485577946;549,661336193;529,8756432643;475,6120885888;508,5240120144;409,6458688112;455,537709993;488,6143744222;509,9562027355;545,1378122957;594,5217214511;284,2718246175;308,1992705709;336,263492455;384,3971162806;433,3309198471;461,082349046;501,6720146959;554,8830320329;532,2766481341;472,9169141985;427,4173689525;389,6704065484;337,6340723689;274,2536719359;211,6982986075;203,0971469481;139,3968632999;53,1494885698;67,2419641822;147,9096687487;241,7279107283;320,4485463987;377,5354396565;377,5354396565;461,3053604397;524,0616297365;537,4752059636;474,2882768608;427,5758595762;387,8868534431;331,1041669658;254,2058836643;144,0161001294;69,5087852558;161,217720964;219,3624618837;226,6403667743;320,3356798074;397,2103234512;443,4202436903;480,4480109825;522,1634837573;556,3149619063;578,8865564701;546,1048045679;510,9906239036;458,3337221973;385,6993908987;335,7781888495;304,6096800583;288,828630725;420,907744259;413,6693933721;440,4909751757;484,1378213886;543,9347908162;592,1252185617;625,9332756162;630,112572312;707,0812711856;680,4747599999;641,953630714;598,7443042343;563,6859424664;550,0719448606;550,499819248;652,4680148278;644,7139698732;650,7073928891;682,3235292051;717,972825438;750,9650868095;779,225402188;900,740087034;856,6875652547;826,2477701358;791,7916907719;757,4838768475;726,1508427187;714,7545299428;724,6216331736;817,6378103846;820,6030868071;837,0814240635;857,4968945588;879,6081472696;906,8678256373;927,2755582694;955,209887198;994,9679027704;1033,8367686554;1049,041377951;998,9131282917;992,8874701395;994,8268862058;1035,1517555451;976,4001635892;902,2485453086;905,5154318395;977,8634552884;1056,8811790784;1061,0508053305;1137,0882735248;1205,4190724774;1189,7814086043;1146,0548278116;1276,282552403;1104,4442225583;1088,3779523401;1083,867930726;1077,5537720976;1119,4669730116;789,1634032216;829,3469218797;1219,7128529564;1374,0332599912;326,5428099001
60;715,7132586777;718,2392295698;730,8866970321;747,8166641165;604,8148905857;603,5641775153;617,5382954797;634,9917759898;622,6171233709;548,979817724;519,7183444789;507,1972600342;499,133272779;442,8584505579;463,4844266872;373,9899766423;405,6215063076;432,6287233311;451,3302746375;482,5405389332;528,5943063105;272,3835011401;271,6498998598;287,9625590159;324,7292836213;368,1036100606;393,8241972255;432,2894656767;483,233789036;455,0744492334;396,6973706842;351,9501356702;315,0541572133;265,8639003059;209,1591923595;163,8564881863;193,1902212376;139,1701079454;105,6970385398;54,3668798271;73,9524440086;162,0709060029;239,7963535019;296,527907946;296,527907946;380,3714311464;443,15108162;455,7148785196;392,7499717063;346,2813796679;306,9638299817;250,6980809078;175,811322061;80,5999115982;102,7086388469;183,0611073754;237,0175585184;197,1626203512;260,1994386785;328,1021359726;371,1350903583;406,6190586357;446,4856835206;478,4091636919;509,4649337045;479,5841893045;447,0064119634;399,3327893529;336,5441072061;300,729668993;288,0819790625;304,4171953013;433,875901036;406,5788826401;416,0963707004;442,593644991;492,4839338636;535,0239890291;565,4146646412;566,5744323276;652,1043474439;628,9662141127;597,1684481025;564,1419651149;545,6136402233;547,9054291055;562,1773811589;663,5436743092;643,7413935891;635,0652794582;650,9496455587;676,6154429042;703,6830200618;727,6078431674;851,3507296246;808,3940174121;781,6158641795;753,4789508033;728,1586424165;711,4520367153;714,344803024;735,6234814755;828,4202907565;820,7825581028;823,1491954784;829,9761197063;843,73605477;865,0519721537;881,592503225;906,7792712647;947,0666867612;986,1993683789;1004,1492498219;958,697253932;959,4912573319;969,2256888454;1020,5937753346;978,3564496574;903,7980984855;916,7494643038;988,6121418854;1067,7649979339;1063,5653492288;1130,8430382768;1205,3937357396;1195,3934105655;1157,0166664389;1287,2482523737;1077,9857970182;1055,4933771667;1043,6604315113;1029,9549273292;1071,9544121353;758,0231942804;776,2589088646;1170,8389366317;1386,9056532379;325,440960923
61;684,0347490751;676,3542222503;679,0570749068;688,9327868377;575,087392816;563,7702828019;570,3013069022;579,6989664235;556,6293702515;486,4685934362;465,9283736988;465,916245575;475,0515754933;418,2689384255;419,8829061098;348,9978454672;356,9049187131;372,9857324458;386,744329415;410,6046326184;450,3251276229;289,288069908;254,6216558857;250,2076357715;264,0200588124;295,098311444;316,2663501153;349,9825270465;396,1328576297;358,6502655457;302,638947799;260,060698275;225,8019052662;184,9526421995;149,4628882836;150,3089103716;225,1362850703;194,8753248568;202,3096291796;141,9369764336;61,453439756;67,2068450622;138,4671215295;193,9273731799;193,9273731799;277,6362757635;340,3313953086;352,1310164292;289,8080321338;244,0922080272;205,9803511392;151,9115948557;88,2915393608;90,4032084547;194,0026156089;251,8012050107;295,0868941079;208,5387297092;209,2989943292;253,7526195466;288,6648758296;320,1865399838;355,7430646846;382,9431131595;429,4992384491;405,3297282442;378,0520697978;340,8348538969;298,5356298025;288,2257781454;302,584743267;354,2149149677;473,4091193181;423,7902378709;410,178103095;410,5516766498;443,1349883628;475,4410054496;499,6304961053;495,7860586109;593,6385731998;576,2384270453;555,2669880379;537,9775884329;542,7898127401;565,3739637814;595,86687878;694,1772294248;660,1623234881;632,9726958691;627,1916556954;638,1273727191;656,0491401796;673,1605447037;798,7650423884;757,8714118362;736,7532068142;718,0787547986;705,7426563381;708,9699325024;730,0282347965;764,8709647696;856,0500682013;835,4925422085;819,8309502229;808,4709461086;810,5426520838;823,236271353;834,0757911529;855,0621855126;895,7674350662;934,9689955604;956,6926329941;918,21347402;928,4716302613;948,7072626886;1014,1946097845;993,4315711337;919,1615409336;943,8843296511;1014,441195411;1093,0793164894;1078,5636137486;1134,2408720845;1216,1527323213;1213,2758882714;1181,7691762922;1311,2063241541;1055,3503177664;1024,3365544347;1002,4892008897;978,4617475126;1020,3041433043;727,1587839214;714,2622748513;1116,6884627966;1412,7032164216;350,1826311675
62;667,5867536679;649,2383845101;641,0011281647;642,7759374539;563,4868725097;541,7938131263;539,9407224743;539,9731059323;504,9480370789;441,0666111369;431,7267942199;445,978697055;473,0529592457;418,6615349151;399,66302594;353,7657529139;334,8723604549;336,5310453067;343,1945844809;356,2923835805;386,1174826365;337,4812364922;277,5825245708;252,499741359;236,2797186927;246,68468811;259,4395953951;284,0721269086;321,3021139676;270,401672925;220,0851695743;183,7819274882;157,7711132859;140,0286834112;149,7424912662;198,4718214486;290,9598714094;277,5865632926;301,4409943441;240,4930893115;151,8768892838;65,2778578021;52,555158684;97,5249642553;97,5249642553;179,2977888049;241,3830697893;251,7675130439;190,9247154654;147,3930385002;113,509387788;72,4778168283;78,7646844554;175,3246022625;291,4887209327;336,837784875;371,6305572163;262,5076642191;203,5748892344;207,746222321;226,3341919816;249,4552230775;276,6586311941;295,7044386085;363,6204774579;348,107136783;329,2448016423;308,0476996896;294,1425738586;311,1535408502;347,5970237308;422,312456736;529,1301614643;463,0725686585;429,4087253464;403,5166386658;415,074464686;433,9191491131;449,7415750896;439,8109690624;549,8524410195;539,4718439495;531,196298125;531,2469796839;559,042525089;599,5839629435;643,4108470941;737,0942530156;691,0682599523;647,2756895811;620,2229702543;615,4634678288;623,0440984657;632,2372471173;757,8660902413;719,8275973427;705,209524494;696,9700989614;698,3151748638;721,1761826614;758,8857526792;805,4094199035;893,901970601;861,7858646744;829,2741141799;800,1103038316;790,1633300389;793,6069863957;798,2043305814;814,3890866031;855,0811650649;893,9476714695;919,4912371394;888,7938043206;908,7746905441;939,4547831963;1018,2217058549;1018,2081756353;945,0026648032;980,3045331879;1048,9913300698;1126,4976937623;1102,4870485921;1146,6769843694;1235,0210400653;1238,9003037792;1214,0249567325;1341,9329043378;1042,8709662481;1003,4908135079;971,4788467018;936,7446518093;978,0563117363;710,6841755725;664,1512860069;1071,0560356941;1444,6318174883;399,8424252487
63;664,6496242507;639,7014478742;624,3836119267;620,6987656768;564,9859250797;537,0836598678;529,8078284784;523,5865604174;480,860832383;422,6563249027;421,2734458822;444,5581809048;482,1522535839;430,5501739119;399,3573423174;370,3362389365;335,7951322144;327,6714831514;329,0442189282;333,7566353437;355,1774589478;377,3602920167;307,4966540029;272,9183127778;239,4916973497;234,1287594865;239,3696511218;255,1935882612;283,5013097463;221,8130402867;179,1556585106;152,1042353246;137,8773461506;144,1105896986;180,488191349;244,4977377464;339,8992425142;333,3178560053;362,8028075381;301,8290956525;212,2726487382;119,5017947832;53,7018224893;49,7407686688;49,7407686688;121,5977007211;182,1061129235;191,051236467;132,589678722;93,7312677832;71,001475277;67,7418624531;124,4458718387;234,1407700904;352,4466027085;393,0043712661;423,9626872997;307,9596616788;224,396409789;201,2737200797;204,7455085939;218,8716699378;237,1864083456;248,0118346347;332,6336108434;324,3571171192;312,5599973068;303,8042233818;308,7927857994;340,0889573393;386,2354346889;470,2831178811;569,8452255162;496,2792062554;452,5480975755;412,1035374366;409,9403643156;419,1347066748;428,6847489769;414,5504838354;531,2821157091;525,831614414;526,0732851199;537,0506844878;578,0274505029;628,1208935073;678,7434498284;769,1778250479;716,8340205028;663,9791889041;624,5215978209;609,9654149366;610,7247031849;614,5364227859;738,9884336779;703,161584535;692,9501333541;691,518395696;701,4202621532;735,8883490091;782,9270303619;835,7221026417;922,2035143503;883,6512214362;841,4641986487;801,7164780196;784,3292795113;781,8278249358;782,3320861459;795,2461196964;835,6652864058;874,0823247497;901,982100818;876,4967931;902,5459563092;939,5686754998;1026,0423014925;1038,3759619715;966,14082969;1007,3794271281;1074,7075814985;1151,2755659428;1121,8064203553;1159,0110437025;1250,8900648463;1258,7574680134;1237,8459568887;1364,5096987691;1040,4478471356;996,0189113175;957,6990258718;916,193666961;956,9568697527;707,2726876046;639,1701236392;1047,3526245753;1467,678772278;438,92463592
64;660,8199655775;630,3684337161;609,0199201499;600,5931716654;565,7689199806;532,8258206401;520,9334512891;509,3110503111;460,2296278775;407,9005869639;413,5867208579;444,3185018917;490,2934905013;441,7512462465;400,8523032195;386,4466197458;339,7813794346;323,4456669012;320,0843978767;317,0428767885;330,1520974433;411,6928200574;335,4353919302;294,6149517733;248,9715135951;230,3191606672;228,3524746595;234,9715630171;253,4772863823;182,2282958621;150,279721725;136,1652965112;136,0780109468;161,9808586091;213,6603768139;285,4217006216;381,5391125865;380,1699061239;414,3586613926;353,4396548626;263,327795274;168,5416534065;92,745297211;45,9997494786;45,9997494786;74,2389919453;131,1860160883;142,7298184796;91,3099016429;67,9936030966;72,5108601625;104,3644127463;173,9913963141;286,6790298669;405,5264732764;444,1254637066;473,0448521526;353,9471412481;257,7013467378;216,2644445649;206,1885873579;210,3876158985;217,9374505995;218,3413821268;319,3963979312;318,4938047894;313,6436381806;315,93604777;335,3096074062;375,750429123;427,5251073997;516,7350911116;611,3621200114;533,1684290733;482,7983617395;432,05845508;418,8526910992;419,5077116202;423,1728174546;405,2975263208;526,7277469486;525,7697055379;533,3965352313;553,268103451;604,135243902;660,9607363239;716,1918527307;804,015013805;747,2401641339;687,8003325035;638,7842060764;616,1864308042;611,0324495514;610,0120478603;732,5843239003;698,9564874369;692,7229395278;697,1966599203;714,2004968112;757,7876578111;811,786381098;869,0735452934;953,8400394745;910,5223944772;860,9203586635;812,736831061;789,1637931072;781,5254378521;778,4059692508;788,3185757283;828,3111706038;866,166374823;896,0846219875;875,3211413995;906,5360701971;948,8019286491;1041,3820570758;1063,5296377752;992,2221978353;1037,9013568108;1104,0624878994;1179,7731488929;1146,11984919;1177,6962912344;1272,2383282485;1283,2517042463;1265,4660026458;1390,9857157608;1047,2349970486;998,6240933768;954,9250602471;907,5019203645;947,6314975011;702,758068654;616,3996482082;1035,3922880783;1494,3998845109;471,9704712253
