# time,sweep00,sweep01,sweep02,sweep03,sweep04,sweep05,sweep06,sweep07,sweep08,sweep09,sweep10,sweep11,sweep12,sweep13,sweep14,sweep15,sweep16,sweep17,sweep18,sweep19,sweep20,sweep21,sweep22,sweep23,sweep24,sweep25,sweep26,sweep27,sweep28
1,-58.697,-57.7434,-58.9315,-58.8705,-58.468,-58.4465,-58.284,-58.8828,-59.6077,-58.7705,-58.6169,-59.8921,-58.672,-57.8178,-58.2301,-58.3369,-57.7472,-56.7928,-59.3029,-59.8845,-58.7034,-57.0702,-57.0206,-57.6235,-59.3036,-57.1939,-59.1551,-59.241,-58.5507
1.1,-58.7066,-57.7531,-58.9443,-58.8842,-58.4411,-58.4616,-58.2712,-58.8914,-59.6125,-58.7404,-58.6335,-59.8935,-58.6381,-57.8286,-58.2339,-58.357,-57.7722,-56.7382,-59.3114,-59.8859,-58.7191,-57.0056,-57.0446,-57.6477,-59.3121,-57.1957,-59.1644,-59.2501,-58.5627
1.2,-58.7168,-57.7644,-58.957,-58.8977,-58.4191,-58.477,-58.2618,-58.9003,-59.6173,-58.715,-58.65,-59.8948,-58.6095,-57.8408,-58.2394,-58.3767,-57.7971,-56.6936,-59.3198,-59.8873,-58.7346,-56.9519,-57.0695,-57.672,-59.3205,-57.2007,-59.1737,-59.2591,-58.5752
1.3,-58.7274,-57.7772,-58.9695,-58.9111,-58.4013,-58.4924,-58.2555,-58.9096,-59.5698,-58.694,-58.6663,-59.8961,-58.5857,-57.8542,-58.2463,-58.3963,-57.8218,-56.6579,-59.3281,-59.8887,-58.7499,-56.9078,-57.0951,-57.6964,-59.3288,-57.2084,-59.183,-59.2679,-58.5879
1.4,-58.7383,-57.7911,-58.9819,-58.9244,-58.3874,-58.508,-58.252,-58.9191,-59.4953,-58.6768,-58.6824,-59.8974,-58.5662,-57.8687,-58.2546,-58.4156,-57.8465,-56.6303,-59.3363,-59.8901,-58.765,-56.8723,-57.1214,-57.7208,-59.3371,-57.2186,-59.1923,-59.2767,-58.6009
1.5,-58.7496,-57.8062,-58.9941,-58.9374,-58.3769,-58.5236,-58.251,-58.929,-59.4294,-58.6631,-58.6984,-59.8986,-58.5505,-57.8841,-58.2641,-58.4347,-57.8709,-56.5602,-59.3444,-59.8915,-58.7799,-56.8446,-57.1481,-57.7452,-59.3452,-57.231,-59.2015,-59.2855,-58.6142
1.6,-58.7611,-57.8222,-59.0063,-58.9504,-58.3695,-58.5393,-58.2521,-58.939,-59.3713,-58.6524,-58.7141,-59.8999,-58.5383,-57.9003,-58.2745,-58.4536,-57.8953,-56.4712,-59.3524,-59.8928,-58.7947,-56.8237,-57.1752,-57.7697,-59.3532,-57.2453,-59.1757,-59.2941,-58.6277
1.7,-58.7729,-57.839,-59.0183,-58.9631,-58.3649,-58.555,-58.2552,-58.9492,-59.3204,-58.6445,-58.7297,-59.9011,-58.5291,-57.9172,-58.2859,-58.4722,-57.9194,-56.3965,-59.3603,-59.8941,-58.7579,-56.8089,-57.2027,-57.7941,-59.3611,-57.2612,-59.1043,-59.3026,-58.6414
1.8,-58.7848,-57.8565,-59.0301,-58.9758,-58.2954,-58.5707,-58.26,-58.9595,-59.2757,-58.6391,-58.745,-59.9024,-58.5227,-57.9348,-58.2981,-58.4907,-57.9434,-56.3346,-59.3681,-59.8954,-58.6943,-56.7995,-57.2304,-57.8184,-59.3689,-57.2787,-59.0418,-59.311,-58.6551
1.9,-58.7969,-57.8747,-59.0419,-58.9882,-58.2198,-58.5864,-58.2663,-58.97,-59.2368,-58.6359,-58.7602,-59.9036,-58.5187,-57.9529,-58.311,-58.5089,-57.9672,-56.284,-59.3759,-59.8967,-58.6392,-56.795,-57.2584,-57.8426,-59.3767,-57.2636,-58.9873,-59.3194,-58.669
2,-58.809,-57.8934,-59.0535,-59.0006,-58.1547,-58.6021,-58.2741,-58.9805,-59.203,-58.6346,-58.7753,-59.9048,-58.5169,-57.9714,-58.3244,-58.5269,-57.9907,-56.2436,-59.3835,-59.898,-58.5918,-56.7948,-57.2865,-57.8668,-59.3843,-57.1887,-58.9399,-59.3277,-58.683
2.1,-58.7376,-57.9125,-59.0649,-59.0127,-58.0321,-58.6177,-58.283,-58.9911,-59.1738,-58.6352,-58.7143,-59.906,-58.5171,-57.9315,-58.3384,-58.5447,-58.0141,-56.2122,-59.3911,-59.8993,-58.5512,-56.7984,-57.3147,-57.8908,-59.3919,-57.0614,-58.8989,-59.3358,-58.697
2.2,-58.6755,-57.932,-59.0763,-59.0248,-57.9098,-58.6333,-58.293,-59.0018,-59.1487,-58.6372,-58.6537,-59.9071,-58.519,-57.8323,-58.3528,-58.5623,-58.0373,-56.1889,-59.3985,-59.9005,-58.5168,-56.8054,-57.343,-57.9147,-59.3993,-56.9519,-58.8637,-59.3439,-58.711
2.3,-58.6217,-57.9518,-59.0875,-59.0367,-57.8036,-58.6488,-58.3039,-59.0125,-59.1274,-58.6407,-58.6013,-59.9083,-58.5225,-57.7069,-58.3676,-58.5797,-58.0603,-56.1727,-59.4059,-59.9018,-58.488,-56.8154,-57.3713,-57.9384,-59.4067,-56.8584,-58.8337,-59.3519,-58.725
2.4,-58.5755,-57.9719,-59.0986,-59.0484,-57.7119,-58.6642,-58.3156,-59.0232,-59.1095,-58.6454,-58.5563,-59.9094,-58.5274,-57.5983,-58.3827,-58.5968,-58.083,-56.1629,-59.4132,-59.894,-58.4641,-56.8281,-57.3996,-57.962,-59.414,-56.7793,-58.8083,-59.3598,-58.739
2.5,-58.5361,-57.9922,-59.1095,-59.06,-57.6331,-58.6795,-58.3281,-59.0339,-59.0945,-58.6512,-58.518,-59.9105,-58.5334,-57.5047,-58.3981,-58.6138,-58.1056,-56.1588,-59.4204,-59.8108,-58.4446,-56.8431,-57.4279,-57.9854,-59.4212,-56.7129,-58.7872,-59.3676,-58.753
2.6,-58.5027,-58.0126,-59.1203,-59.0715,-57.566,-58.6947,-58.3412,-59.0446,-59.0823,-58.658,-58.4856,-59.9116,-58.5406,-57.4246,-58.4138,-58.6306,-58.1279,-56.1596,-59.4275,-59.7369,-58.4291,-56.8602,-57.4561,-58.0087,-59.4283,-56.6579,-58.7698,-59.3753,-58.767
2.7,-58.4748,-58.0332,-59.1311,-59.0828,-57.5092,-58.7099,-58.3548,-59.0553,-59.0724,-58.6656,-58.4586,-59.9127,-58.5487,-57.3565,-58.4296,-58.6472,-58.15,-56.1649,-59.4345,-59.6712,-58.4172,-56.8791,-57.4842,-58.0317,-59.3587,-56.6131,-58.7557,-59.3829,-58.7809
2.8,-58.4517,-58.0538,-59.1416,-59.094,-57.4618,-58.7249,-58.3689,-59.0659,-59.0647,-58.674,-58.4364,-59.9138,-58.5576,-57.2992,-58.4455,-58.6636,-58.1719,-56.1742,-59.4414,-59.6131,-58.4085,-56.8996,-57.5121,-58.0546,-59.2894,-56.5774,-58.7446,-59.3905,-58.7947
2.9,-58.433,-58.0745,-59.1521,-59.1051,-57.4226,-58.7398,-58.3834,-59.0765,-59.059,-58.683,-58.4184,-59.9149,-58.5673,-57.2514,-58.4615,-58.6797,-58.1935,-56.187,-59.4483,-59.5617,-58.4026,-56.9214,-57.54,-58.0773,-59.2285,-56.5497,-58.7363,-59.3979,-58.7248
3,-58.4182,-58.0952,-59.1624,-59.116,-57.3908,-58.7546,-58.3982,-59.0871,-59.055,-58.6927,-58.4043,-59.916,-58.5776,-57.2123,-58.4777,-58.6957,-58.215,-56.1537,-59.4551,-59.49,-58.3992,-56.9445,-57.5677,-58.0997,-59.1751,-56.5293,-58.7303,-59.4053,-58.664
3.1,-58.4069,-58.1159,-59.1726,-59.1268,-57.3657,-58.7692,-58.4133,-59.0976,-59.0526,-58.7028,-58.3937,-59.917,-58.5885,-57.1809,-58.4938,-58.7116,-58.2362,-56.098,-59.4618,-59.3683,-58.3981,-56.9687,-57.5952,-58.122,-59.1285,-56.5153,-58.7266,-59.4126,-58.6115
3.2,-58.3987,-58.1366,-59.1827,-59.1375,-57.3465,-58.7838,-58.4286,-59.108,-59.0515,-58.7134,-58.3861,-59.918,-58.5999,-57.1563,-58.51,-58.7272,-58.2572,-56.0533,-59.4684,-59.2608,-58.3991,-56.9938,-57.6225,-58.1441,-59.0881,-56.5069,-58.7247,-59.4197,-58.5664
3.3,-58.3934,-58.1572,-59.1927,-59.148,-57.3326,-58.7981,-58.4442,-59.1184,-59.0517,-58.7243,-58.3813,-59.919,-58.6117,-57.1378,-58.5262,-58.7426,-58.2779,-56.0184,-59.4749,-59.1659,-58.4018,-57.0196,-57.6497,-58.1659,-59.0531,-56.5037,-58.7245,-59.4269,-58.528
3.4,-58.3905,-58.1777,-59.2026,-59.1584,-57.3234,-58.8124,-58.4599,-59.1287,-59.053,-58.7356,-58.3789,-59.92,-58.6239,-57.1248,-58.5424,-58.7579,-58.2985,-55.9921,-59.4814,-59.0307,-58.4061,-57.0461,-57.6767,-58.1875,-59.023,-56.505,-58.7259,-59.4339,-58.4955
3.5,-58.3898,-58.1982,-59.2123,-59.1687,-57.3184,-58.8265,-58.4757,-59.1389,-59.0553,-58.7471,-58.3787,-59.921,-58.6363,-57.1166,-58.5586,-58.7729,-58.3188,-55.9736,-59.4878,-58.8791,-58.4119,-57.0732,-57.7034,-58.209,-58.9974,-56.5102,-58.7287,-59.4408,-58.4683
3.6,-58.3912,-58.2186,-59.2219,-59.1789,-57.3171,-58.8405,-58.4916,-59.149,-59.0585,-58.7589,-58.3804,-59.922,-58.6491,-57.1128,-58.5747,-58.7878,-58.3389,-55.9619,-59.4941,-58.7457,-58.4189,-57.1007,-57.7299,-58.2302,-58.9758,-56.519,-58.7326,-59.4477,-58.446
3.7,-58.3942,-58.2388,-59.2314,-59.1889,-57.3192,-58.8544,-58.5075,-59.1591,-59.0624,-58.7709,-58.3839,-59.923,-58.662,-57.1128,-58.5908,-58.8026,-58.3588,-55.9563,-59.5003,-58.6285,-58.427,-57.1286,-57.7562,-58.2512,-58.9577,-56.531,-58.7377,-59.4545,-58.4279
3.8,-58.3989,-58.259,-59.2408,-59.1989,-57.3242,-58.8681,-58.5235,-59.169,-59.067,-58.783,-58.3889,-59.9239,-58.6752,-57.1163,-58.6067,-58.8171,-58.3784,-55.9562,-59.4461,-58.5259,-58.4361,-57.1568,-57.7823,-58.2719,-58.9428,-56.5457,-58.7436,-59.4611,-58.4137
3.9,-58.405,-58.279,-59.2501,-59.2087,-57.3318,-58.8816,-58.5395,-59.1789,-59.0723,-58.7953,-58.3953,-59.9249,-58.6885,-57.1228,-58.6226,-58.8315,-58.3978,-55.9609,-59.374,-58.4364,-58.4461,-57.1853,-57.8081,-58.2925,-58.9308,-56.5629,-58.7505,-59.4678,-58.403
4,-58.4122,-58.2988,-59.2593,-59.2184,-57.3418,-58.895,-58.5555,-59.1887,-59.078,-58.8077,-58.4029,-59.9258,-58.7019,-57.1319,-58.6384,-58.8457,-58.4171,-55.9698,-59.3105,-58.3586,-58.4568,-57.2139,-57.8337,-58.3128,-58.9214,-56.5822,-58.758,-59.4743,-58.3953
4.1,-58.4206,-58.3185,-59.2684,-59.2279,-57.3538,-58.9083,-58.5715,-59.1984,-59.0843,-58.8201,-58.3363,-59.9267,-58.7153,-57.1435,-58.6541,-58.8597,-58.4361,-55.9825,-59.2547,-58.2914,-58.4682,-57.2427,-57.8591,-58.333,-58.9143,-56.6034,-58.7662,-59.4808,-58.3903
4.2,-58.43,-58.3381,-59.2773,-59.2374,-57.3676,-58.9215,-58.5874,-59.208,-59.0909,-58.8326,-58.2711,-59.9277,-58.7289,-57.1572,-58.5862,-58.8736,-58.4549,-55.9985,-59.2059,-58.2337,-58.4801,-57.2716,-57.8842,-58.3529,-58.9092,-56.6262,-58.775,-59.4871,-58.3878
4.3,-58.4401,-58.3575,-59.2862,-59.2467,-57.383,-58.9345,-58.6033,-59.2175,-59.0979,-58.8451,-58.2152,-59.9285,-58.7425,-57.1727,-58.5274,-58.8873,-58.4734,-56.0175,-59.1634,-58.1844,-58.4926,-57.3005,-57.9091,-58.3725,-58.906,-56.6505,-58.7843,-59.4934,-58.3875
4.4,-58.4511,-58.3767,-59.2949,-59.256,-57.3998,-58.9473,-58.6191,-59.2269,-59.1053,-58.8577,-58.1676,-59.9294,-58.7561,-57.1898,-58.4769,-58.9008,-58.483,-56.039,-59.1264,-58.1427,-58.5055,-57.3294,-57.9337,-58.392,-58.9044,-56.6761,-58.7941,-59.4997,-58.3892
4.5,-58.4626,-58.3958,-59.3036,-59.2651,-57.4178,-58.96,-58.6348,-59.2362,-59.1128,-58.8702,-58.1274,-59.9303,-58.7697,-57.2084,-58.4337,-58.9142,-58.4189,-56.0628,-59.0945,-58.1078,-58.5188,-57.3582,-57.9581,-58.4113,-58.9043,-56.7027,-58.8042,-59.5058,-58.3925
4.6,-58.4748,-58.4147,-59.3121,-59.2741,-57.4369,-58.9726,-58.6504,-59.2454,-59.1207,-58.8827,-58.0939,-59.9312,-58.7833,-57.2282,-58.3971,-58.9274,-58.3637,-56.0886,-59.0672,-58.079,-58.5323,-57.3871,-57.9822,-58.4303,-58.9055,-56.7303,-58.8146,-59.5119,-58.3974
4.7,-58.4874,-58.4334,-59.3205,-59.283,-57.4569,-58.985,-58.666,-59.2546,-59.1287,-58.8952,-58.0663,-59.932,-58.7968,-57.2491,-58.3664,-58.9405,-58.3165,-56.1161,-59.0439,-58.0557,-58.5462,-57.4158,-58.0061,-58.4492,-58.9079,-56.7587,-58.8253,-59.5179,-58.4037
4.8,-58.5004,-58.4519,-59.3289,-59.2918,-57.4777,-58.9973,-58.6814,-59.2636,-59.1369,-58.9076,-58.044,-59.9329,-58.8103,-57.271,-58.341,-58.9534,-58.2765,-56.1451,-59.0243,-58.0372,-58.5602,-57.4444,-58.0297,-58.4678,-58.9114,-56.7878,-58.8362,-59.5238,-58.4112
4.9,-58.5138,-58.4702,-59.3371,-59.2828,-57.4993,-59.0095,-58.6967,-59.2725,-59.1452,-58.92,-58.0266,-59.9337,-58.8238,-57.2936,-58.3204,-58.9661,-58.2429,-56.1754,-59.008,-58.0231,-58.5745,-57.4729,-58.0531,-58.4862,-58.9157,-56.8174,-58.7877,-59.5297,-58.4198
5,-58.5275,-58.4884,-59.3452,-59.2088,-57.5214,-59.0215,-58.7119,-59.2813,-59.1537,-58.9324,-58.0134,-59.9345,-58.8372,-57.317,-58.304,-58.9787,-58.2152,-56.2068,-58.9946,-58.0129,-58.5889,-57.5013,-58.0762,-58.5044,-58.9209,-56.8475,-58.7218,-59.5355,-58.4293
5.1,-58.5415,-58.5064,-59.3533,-59.1439,-57.544,-59.0334,-58.727,-59.29,-59.1622,-58.9446,-58.004,-59.9264,-58.8505,-57.341,-58.2915,-58.9912,-58.1926,-56.2392,-58.9839,-58.0062,-58.6034,-57.5295,-58.0991,-58.5224,-58.9267,-56.878,-58.6646,-59.5412,-58.4396
5.2,-58.5557,-58.5242,-59.3612,-59.0437,-57.567,-59.0451,-58.742,-59.2987,-59.1708,-58.9568,-57.998,-59.8427,-58.8638,-57.3655,-58.2823,-59.0035,-58.1746,-56.2725,-58.9756,-58.0026,-58.6179,-57.5575,-58.1217,-58.5402,-58.9333,-56.9088,-58.6153,-59.5468,-58.4506
5.3,-58.57,-58.5418,-59.369,-58.9149,-57.5904,-59.0567,-58.7568,-59.3072,-59.1795,-58.9689,-57.9951,-59.7683,-58.8769,-57.3903,-58.2762,-59.0156,-58.1608,-56.3064,-58.9694,-58.0017,-58.6326,-57.5853,-58.1441,-58.5578,-58.9403,-56.9398,-58.5731,-59.5524,-58.4623
5.4,-58.55,-58.5592,-59.3768,-58.8016,-57.614,-59.0682,-58.7715,-59.3156,-59.1882,-58.981,-57.9948,-59.7023,-58.89,-57.4156,-58.2728,-59.0276,-58.1507,-56.3408,-58.965,-58.0033,-58.6472,-57.6129,-58.1662,-58.5752,-58.9479,-56.971,-58.5372,-59.5579,-58.4746
5.5,-58.485,-58.5765,-59.3844,-58.7022,-57.6379,-59.0795,-58.7861,-59.324,-59.1969,-58.9929,-57.997,-59.6437,-58.8191,-57.4411,-58.2719,-59.0395,-58.1439,-56.3758,-58.9624,-58.0071,-58.6619,-57.6403,-58.1881,-58.5924,-58.9559,-57.0023,-58.5069,-59.5634,-58.4873
5.6,-58.4289,-58.5935,-59.392,-58.6153,-57.662,-59.0907,-58.8005,-59.3322,-59.2057,-59.0047,-58.0013,-59.5919,-58.7574,-57.4668,-58.2731,-59.0512,-58.14,-56.354,-58.9613,-58.0129,-58.6766,-57.6675,-58.2098,-58.6094,-58.9643,-57.0337,-58.4818,-59.5688,-58.5004
5.7,-58.3809,-58.6104,-59.3995,-58.5396,-57.6861,-59.1018,-58.8148,-59.3404,-59.2144,-59.0165,-58.0075,-59.5462,-58.7039,-57.4927,-58.2762,-59.0628,-58.1388,-56.3159,-58.9615,-58.0204,-58.6912,-57.6945,-58.2312,-58.6261,-58.973,-57.0652,-58.4612,-59.5741,-58.5139
5.8,-58.3401,-58.6271,-59.4068,-58.474,-57.7104,-59.1127,-58.8289,-59.3484,-59.2232,-59.0281,-58.0153,-59.4709,-58.6317,-57.5187,-58.281,-59.0742,-58.1399,-56.2866,-58.963,-58.0294,-58.7058,-57.7212,-58.2524,-58.6427,-58.982,-57.0966,-58.4446,-59.5793,-58.5276
5.9,-58.3057,-58.6436,-59.4141,-58.4174,-57.7347,-59.1236,-58.8429,-59.3564,-59.2319,-59.0396,-58.0247,-59.3548,-58.5117,-57.5448,-58.2873,-59.0855,-58.1431,-56.2649,-58.9655,-58.0397,-58.7204,-57.7477,-58.2733,-58.6592,-58.9912,-57.128,-58.4318,-59.5845,-58.5417
6,-58.2772,-58.6599,-59.4213,-58.3689,-57.759,-59.1342,-58.8568,-59.3642,-59.2406,-59.0511,-58.0354,-59.1757,-58.4068,-57.5709,-58.295,-59.0967,-58.1481,-56.2501,-58.969,-58.0513,-58.7349,-57.774,-58.294,-58.6754,-59.0006,-57.1593,-58.4222,-59.5896,-58.5559
6.1,-58.2538,-58.676,-59.4284,-58.3278,-57.7833,-59.1448,-58.8705,-59.372,-59.2492,-59.0624,-58.0472,-59.0094,-58.3154,-57.597,-58.3038,-59.1077,-58.1548,-56.2415,-58.9733,-58.0639,-58.7493,-57.8,-58.3144,-58.6914,-59.0102,-57.1905,-58.4155,-59.5947,-58.5703
6.2,-58.2351,-58.692,-59.4355,-58.2931,-57.8076,-59.1552,-58.884,-59.3797,-59.2578,-59.0736,-58.0601,-58.8628,-58.2361,-57.6231,-58.3137,-59.1186,-58.163,-56.2382,-58.9784,-58.0774,-58.7636,-57.8257,-58.3347,-58.7072,-59.0199,-57.2216,-58.4115,-59.5997,-58.5848
6.3,-58.2205,-58.7078,-59.4424,-58.2642,-57.8318,-59.1656,-58.8975,-59.3873,-59.2664,-59.0847,-58.0739,-58.7337,-58.1677,-57.6492,-58.3246,-59.1294,-58.1724,-56.2398,-58.9841,-58.0917,-58.7779,-57.8512,-58.3547,-58.7229,-59.0297,-57.2525,-58.4097,-59.6046,-58.5994
6.4,-58.2096,-58.7234,-59.4493,-58.2406,-57.8559,-59.1494,-58.9107,-59.3948,-59.2749,-59.0957,-58.0884,-58.6204,-58.1091,-57.6751,-58.3362,-59.14,-58.183,-56.2457,-58.9905,-58.1067,-58.7921,-57.8765,-58.3744,-58.7384,-59.0396,-57.2833,-58.4101,-59.6095,-58.6141
6.5,-58.2021,-58.7388,-59.456,-58.2217,-57.8799,-59.0781,-58.9239,-59.4022,-59.2833,-59.1065,-58.1036,-58.5213,-58.0591,-57.701,-58.3485,-59.1506,-58.1945,-56.2554,-58.9973,-58.1223,-58.8061,-57.9015,-58.394,-58.7537,-59.0496,-57.3139,-58.4123,-59.6143,-58.6289
6.6,-58.1975,-58.754,-59.4627,-58.207,-57.9038,-59.0157,-58.9368,-59.4095,-59.2917,-59.1173,-58.1194,-58.4348,-58.017,-57.7267,-58.3615,-59.1609,-58.207,-56.2684,-59.0046,-58.1385,-58.8201,-57.9263,-58.4133,-58.7688,-59.0597,-57.3443,-58.4161,-59.6191,-58.6436
6.7,-58.1955,-58.7691,-59.4693,-58.196,-57.9276,-58.9612,-58.8818,-59.4168,-59.3001,-59.128,-58.1357,-58.3598,-57.9819,-57.7523,-58.3749,-59.1712,-58.2202,-56.2843,-59.0123,-58.155,-58.8339,-57.9508,-58.4324,-58.7837,-59.0697,-57.3745,-58.4214,-59.6238,-58.6584
6.8,-58.1959,-58.784,-59.4759,-58.1884,-57.9512,-58.914,-58.818,-59.4239,-59.3083,-59.1385,-58.1524,-58.2951,-57.9531,-57.7778,-58.3889,-59.1813,-58.2341,-56.3029,-59.0203,-58.172,-58.8476,-57.975,-58.4513,-58.7985,-59.0798,-57.4044,-58.428,-59.6284,-58.6732
6.9,-58.1984,-58.7987,-59.4823,-58.1837,-57.9746,-58.8731,-58.7627,-59.431,-59.3165,-59.1489,-58.1695,-58.2395,-57.9299,-57.8031,-58.4032,-59.1914,-58.2486,-56.3238,-59.0286,-58.1892,-58.8612,-57.999,-58.4699,-58.813,-59.0899,-57.4342,-58.4357,-59.633,-58.6879
7,-58.2028,-58.8133,-59.4887,-58.1817,-57.9979,-58.8381,-58.7148,-59.438,-59.3246,-59.1592,-58.1869,-58.1921,-57.9117,-57.8282,-58.4179,-59.2013,-58.2635,-56.3466,-59.0372,-58.1725,-58.8747,-58.0227,-58.4884,-58.8275,-59.1,-57.4637,-58.4445,-59.6375,-58.7026
7.1,-58.2088,-58.8277,-59.495,-58.1821,-58.021,-58.8083,-58.6738,-59.4449,-59.3327,-59.1694,-58.2045,-58.1521,-57.898,-57.8532,-58.4328,-59.211,-58.2789,-56.3713,-59.046,-58.1112,-58.8881,-58.0462,-58.5066,-58.8417,-59.11,-57.4929,-58.4541,-59.642,-58.7172
7.2,-58.2163,-58.8419,-59.5012,-58.1846,-58.0439,-58.7831,-58.6388,-59.4517,-59.3407,-59.1795,-58.2224,-58.1187,-57.8883,-57.8779,-58.448,-59.2207,-58.2946,-56.3974,-59.0549,-58.0589,-58.9013,-58.0695,-58.5246,-58.8469,-59.1201,-57.5219,-58.4646,-59.6464,-58.7318
7.3,-58.2251,-58.8559,-59.5073,-58.189,-58.0667,-58.7622,-58.6092,-59.4584,-59.3486,-59.1894,-58.2404,-58.0912,-57.8822,-57.9025,-58.4633,-59.2302,-58.3107,-56.425,-59.0641,-58.0147,-58.9144,-58.0924,-58.5424,-58.778,-59.1301,-57.5507,-58.4757,-59.6508,-58.7463
7.4,-58.235,-58.8698,-59.5134,-58.1951,-58.0892,-58.745,-58.5846,-59.4651,-59.3564,-59.1993,-58.2585,-58.069,-57.8792,-57.9268,-58.4788,-59.2397,-58.327,-56.4536,-59.0733,-57.9778,-58.9274,-58.1152,-58.56,-58.7181,-59.14,-57.5791,-58.4874,-59.6551,-58.7607
7.5,-58.246,-58.8157,-59.5194,-58.2026,-58.1116,-58.7311,-58.5643,-59.4717,-59.3206,-59.209,-58.2767,-58.0515,-57.8205,-57.951,-58.4945,-59.2313,-58.3435,-56.4833,-59.0827,-57.9473,-58.9402,-58.1376,-58.5774,-58.6316,-59.1499,-57.6073,-58.4996,-59.6594,-58.775
7.6,-58.2578,-58.7529,-59.5253,-58.2114,-58.1337,-58.7203,-58.5479,-59.4782,-59.2485,-59.2186,-58.295,-58.0383,-57.7471,-57.9749,-58.5102,-59.1581,-58.3602,-56.5138,-59.0079,-57.9226,-58.9529,-58.1599,-58.5946,-58.5075,-59.1597,-57.6353,-58.5123,-59.6636,-58.7892
7.7,-58.2704,-58.6985,-59.5311,-58.2214,-58.1556,-58.7122,-58.5351,-59.4846,-59.1851,-59.2282,-58.3133,-58.0289,-57.6847,-57.9986,-58.5259,-59.0938,-58.377,-56.545,-58.9426,-57.9032,-58.9655,-58.1818,-58.6116,-58.3989,-59.1695,-57.6629,-58.5254,-59.6677,-58.8033
