# time,sweep00,sweep01,sweep02,sweep03,sweep04,sweep05,sweep06,sweep07,sweep08,sweep09,sweep10,sweep11,sweep12,sweep13,sweep14,sweep15,sweep16,sweep17,sweep18,sweep19,sweep20,sweep21,sweep22,sweep23,sweep24,sweep25,sweep26,sweep27,sweep28
1.5,-57.6479,-57.0959,-55.9236,-54.6143,-58.4121,-57.6428,-58.0643,-57.4892,-56.6955,-54.4446,-57.0085,-57.4145,-56.9855,-55.8535,-59.1549,-59.3469,-58.1776,-57.414,-55.675,-56.4017,-57.8111,-57.0405,-58.5046,-56.9331,-58.6884,-58.8204,-56.9678,-58.3275,-56.418
1.6,-57.64,-57.0763,-55.8959,-54.593,-58.4274,-57.6645,-58.0597,-57.4761,-56.6499,-54.3932,-56.9983,-57.4319,-56.913,-55.8435,-59.1273,-59.3533,-58.1421,-57.4216,-55.7121,-56.3896,-57.8317,-57.0127,-58.5177,-56.955,-58.7012,-58.8313,-56.9886,-58.321,-56.4505
1.7,-57.6351,-57.0617,-55.8751,-54.5792,-58.4426,-57.686,-58.0573,-57.4668,-56.6125,-54.353,-56.992,-57.4499,-56.8515,-55.8385,-59.1035,-59.3597,-58.1122,-57.4307,-55.7493,-56.3823,-57.852,-56.9907,-58.5308,-56.9773,-58.7138,-58.8422,-57.0101,-58.2909,-56.4828
1.8,-57.6331,-57.0514,-55.8606,-54.5722,-58.4577,-57.7074,-58.0571,-57.461,-56.5824,-54.3227,-56.9893,-57.4683,-56.7997,-55.838,-59.083,-59.366,-58.0872,-57.4414,-55.7863,-56.3792,-57.855,-56.974,-58.5438,-57,-58.7263,-58.853,-57.0321,-58.2085,-56.5149
1.9,-57.6335,-57.045,-55.8516,-54.571,-58.4726,-57.7287,-58.0587,-57.4582,-56.5589,-54.3013,-56.9897,-57.4872,-56.7567,-55.8416,-59.0656,-59.3722,-58.0668,-57.4533,-55.7439,-56.3799,-57.7945,-56.962,-58.5569,-57.0232,-58.7387,-58.8637,-57.0544,-58.1368,-56.4817
2,-57.6361,-57.0422,-55.8475,-54.5752,-58.4874,-57.7498,-58.062,-57.4581,-56.5413,-54.2877,-56.993,-57.5064,-56.7215,-55.8487,-59.0509,-59.3784,-58.0505,-57.4663,-55.7102,-56.384,-57.7426,-56.9044,-58.5699,-57.0466,-58.7509,-58.8744,-57.0772,-58.0746,-56.4402
2.1,-57.6407,-57.0425,-55.8479,-54.584,-58.502,-57.7708,-58.0668,-57.4604,-56.5289,-54.2811,-56.9987,-57.5258,-56.6933,-55.8589,-59.0387,-59.3845,-58.0377,-57.4803,-55.6844,-56.391,-57.6986,-56.8248,-58.5829,-57.0703,-58.7631,-58.8851,-57.1002,-58.021,-56.4066
2.2,-57.647,-57.0455,-55.8521,-54.5969,-58.5165,-57.7094,-58.0729,-57.3909,-56.5212,-54.2807,-57.0067,-57.5456,-56.6714,-55.8719,-59.0199,-59.3906,-58.0282,-57.4952,-55.6656,-56.4007,-57.6615,-56.7571,-58.5959,-57.0942,-58.7751,-58.8956,-57.1235,-57.9751,-56.3802
2.3,-57.6549,-57.051,-55.8598,-54.6135,-58.5309,-57.6568,-58.0802,-57.3236,-56.5176,-54.2858,-57.0166,-57.5655,-56.655,-55.8874,-58.9287,-59.3966,-58.0216,-57.5109,-55.653,-56.4127,-57.5968,-56.6999,-58.6088,-57.1182,-58.787,-58.9061,-57.147,-57.9361,-56.3602
2.4,-57.6641,-57.0588,-55.8706,-54.6334,-58.5451,-57.6122,-58.0885,-57.2664,-56.5177,-54.2956,-57.0283,-57.5856,-56.6437,-55.9051,-58.8483,-59.4025,-58.0176,-57.5272,-55.6459,-56.4268,-57.4933,-56.6522,-58.6217,-57.1424,-58.7988,-58.9165,-57.1706,-57.9033,-56.3458
2.5,-57.6746,-57.0684,-55.8841,-54.656,-58.5247,-57.5747,-58.0977,-57.2179,-56.5211,-54.3098,-57.0416,-57.6058,-56.6367,-55.9247,-58.7777,-59.4084,-58.0159,-57.5441,-55.6438,-56.4428,-57.4036,-56.613,-58.6345,-57.1666,-58.8105,-58.9269,-57.1944,-57.876,-56.3364
2.6,-57.6862,-57.0798,-55.9,-54.6812,-58.4589,-57.5436,-58.1078,-57.1775,-56.5274,-54.3277,-57.0562,-57.6261,-56.6337,-55.946,-58.7158,-59.4142,-58.0163,-57.5615,-55.646,-56.4604,-57.3262,-56.5813,-58.6472,-57.191,-58.8221,-58.9371,-57.2183,-57.8537,-56.2984
2.7,-57.6987,-57.0928,-55.918,-54.7086,-58.4017,-57.5182,-58.1186,-57.1442,-56.487,-54.349,-57.072,-57.6464,-56.6343,-55.9688,-58.6618,-59.42,-58.0185,-57.5794,-55.6521,-56.4794,-57.2599,-56.5564,-58.6599,-57.2153,-58.8336,-58.9473,-57.2421,-57.8359,-56.2212
2.8,-57.712,-57.107,-55.9379,-54.7379,-58.3522,-57.4979,-58.13,-57.1172,-56.4233,-54.3732,-57.0888,-57.6668,-56.6379,-55.9929,-58.6148,-59.4257,-58.0223,-57.5976,-55.6616,-56.4996,-57.2034,-56.5375,-58.6725,-57.2396,-58.8449,-58.9574,-57.2661,-57.8221,-56.1562
2.9,-57.7261,-57.1225,-55.9595,-54.7689,-58.3096,-57.4823,-58.1419,-57.0959,-56.3701,-54.4,-57.1066,-57.6872,-56.6444,-56.0181,-58.5743,-59.4313,-58.0277,-57.6161,-55.6742,-56.521,-57.1558,-56.5239,-58.685,-57.264,-58.8562,-58.9675,-57.29,-57.8118,-56.1022
3,-57.7408,-57.139,-55.9825,-54.8013,-58.2732,-57.4707,-58.1544,-57.0797,-56.3263,-54.4291,-57.1252,-57.7077,-56.6533,-56.0443,-58.5394,-59.4369,-58.0343,-57.6349,-55.6895,-56.5433,-57.1162,-56.5152,-58.6975,-57.2882,-58.8673,-58.9774,-57.3139,-57.8047,-56.0578
3.1,-57.7561,-57.1565,-56.0068,-54.8351,-58.2424,-57.4628,-58.1673,-57.0681,-56.2908,-54.4601,-57.1445,-57.728,-56.6645,-56.0714,-58.5097,-59.4425,-58.0421,-57.6539,-55.7072,-56.5665,-57.0836,-56.5107,-58.7098,-57.3125,-58.8784,-58.9873,-57.3378,-57.8004,-56.0222
3.2,-57.7718,-57.1747,-56.0321,-54.8699,-58.2165,-57.4581,-58.1805,-57.0605,-56.2628,-54.4929,-57.1645,-57.7484,-56.6776,-56.0992,-58.4845,-59.448,-58.0509,-57.6731,-55.727,-56.5903,-57.0574,-56.51,-58.7221,-57.3366,-58.8893,-58.9971,-57.3616,-57.7987,-55.9943
3.3,-57.788,-57.1937,-56.0585,-54.9057,-58.1952,-57.4564,-58.194,-57.0565,-56.2414,-54.5272,-57.1849,-57.7687,-56.6924,-56.1277,-58.4636,-59.4534,-58.0606,-57.6924,-55.7486,-56.6148,-57.0368,-56.5128,-58.7343,-57.3607,-58.9001,-59.0068,-57.3853,-57.7993,-55.9733
3.4,-57.8045,-57.2132,-56.0856,-54.9422,-58.1778,-57.4573,-58.2078,-57.0558,-56.226,-54.5628,-57.2058,-57.7889,-56.7087,-56.1566,-58.4463,-59.4588,-58.0711,-57.7119,-55.7719,-56.6398,-57.0213,-56.5185,-58.7463,-57.3846,-58.9108,-59.0164,-57.4089,-57.8019,-55.9584
3.5,-57.7708,-57.2333,-56.1135,-54.9795,-58.1641,-57.4605,-58.2219,-57.0579,-56.2158,-54.5996,-57.2271,-57.8091,-56.7263,-56.1861,-58.4323,-59.4641,-58.0823,-57.7314,-55.7966,-56.6653,-57.0104,-56.5269,-58.7583,-57.4085,-58.9215,-59.0259,-57.4325,-57.8064,-55.9491
3.6,-57.7111,-57.2538,-56.142,-55.0174,-58.1536,-57.4657,-58.2361,-56.9891,-56.2104,-54.6373,-57.2487,-57.8291,-56.7452,-56.2159,-58.4214,-59.4694,-58.0942,-57.751,-55.8226,-56.6911,-57.0034,-56.5377,-58.7702,-57.4322,-58.932,-59.0354,-57.4559,-57.8124,-55.9446
3.7,-57.66,-57.2747,-56.171,-55.0557,-58.1459,-57.4145,-58.2504,-56.923,-56.2092,-54.6515,-57.2706,-57.8491,-56.765,-56.246,-58.4131,-59.4746,-58.1065,-57.7705,-55.8496,-56.7173,-57.0001,-56.5505,-58.782,-57.4558,-58.9424,-59.0447,-57.4792,-57.8198,-55.9445
3.8,-57.6168,-57.2959,-56.2004,-55.0944,-58.1409,-57.3479,-58.2649,-56.8672,-56.2117,-54.6158,-57.2927,-57.8689,-56.7858,-56.2763,-58.4072,-59.4798,-58.1194,-57.7901,-55.8776,-56.7437,-57,-56.5653,-58.7937,-57.4792,-58.9527,-59.054,-57.5024,-57.8286,-55.9483
3.9,-57.5805,-57.3174,-56.2302,-55.1335,-58.1381,-57.291,-58.2795,-56.8205,-56.2175,-54.5893,-57.3149,-57.814,-56.8073,-56.3069,-58.4035,-59.485,-58.1326,-57.8097,-55.9064,-56.7703,-57.0028,-56.5817,-58.8053,-57.5026,-58.963,-59.0632,-57.5254,-57.8384,-55.9554
4,-57.5505,-57.3391,-56.2603,-55.1727,-58.1375,-57.243,-58.2942,-56.7819,-56.2263,-54.5709,-57.3373,-57.7594,-56.8295,-56.3376,-58.4017,-59.49,-58.1462,-57.8293,-55.9358,-56.7971,-57.0081,-56.5995,-58.8168,-57.5257,-58.889,-59.0723,-57.5484,-57.8492,-55.9656
4.1,-57.526,-57.361,-56.2907,-55.2122,-58.1386,-57.2029,-58.3089,-56.7507,-56.2377,-54.5598,-57.3598,-57.7128,-56.8523,-56.3684,-58.4016,-59.4951,-58.1601,-57.8488,-55.9659,-56.824,-57.0156,-56.6186,-58.8283,-57.5487,-58.8241,-59.0813,-57.5711,-57.861,-55.9785
4.2,-57.5066,-57.383,-56.3212,-55.2518,-58.1414,-57.1698,-58.3237,-56.726,-56.2514,-54.555,-57.3824,-57.6735,-56.8756,-56.3992,-58.3685,-59.5,-58.1743,-57.8683,-55.9965,-56.8509,-57.0252,-56.6388,-58.8396,-57.5716,-58.7672,-59.0903,-57.5937,-57.8734,-55.9938
4.3,-57.4917,-57.4051,-56.3518,-55.2915,-58.1457,-57.143,-58.3384,-56.7071,-56.2503,-54.556,-57.405,-57.6406,-56.8993,-56.4301,-58.2918,-59.505,-58.1887,-57.8877,-56.0275,-56.878,-57.0365,-56.66,-58.8508,-57.5943,-58.7176,-59.0992,-57.6162,-57.8866,-56.0112
4.4,-57.4807,-57.4273,-56.3826,-55.3312,-58.1513,-57.1219,-58.3532,-56.6934,-56.1897,-54.5621,-57.4276,-57.6136,-56.9234,-56.461,-58.2251,-59.5099,-58.2033,-57.907,-56.0588,-56.905,-57.0495,-56.682,-58.8619,-57.6168,-58.6746,-59.1079,-57.6385,-57.8662,-56.0305
4.5,-57.4734,-57.4495,-56.4134,-55.3304,-58.158,-57.1058,-58.3679,-56.6844,-56.1395,-54.5725,-57.4502,-57.5918,-56.9478,-56.4918,-58.1673,-59.5147,-58.218,-57.9262,-56.0904,-56.932,-57.0638,-56.7048,-58.8729,-57.6392,-58.6374,-59.0324,-57.6606,-57.8017,-56.0514
4.6,-57.4692,-57.4718,-56.4442,-55.2959,-58.1658,-57.0942,-58.3827,-56.6795,-56.0985,-54.587,-57.4728,-57.5746,-56.9724,-56.5226,-58.1174,-59.5195,-58.1498,-57.9453,-56.1223,-56.959,-57.0793,-56.7282,-58.8838,-57.6614,-58.6055,-58.9658,-57.6826,-57.7464,-56.0737
4.7,-57.4679,-57.494,-56.475,-55.2698,-58.1745,-57.0867,-58.3974,-56.6783,-56.0658,-54.6049,-57.4954,-57.5616,-56.9972,-56.5534,-58.0748,-59.5242,-58.0908,-57.9643,-56.1543,-56.9859,-57.096,-56.7522,-58.8947,-57.6834,-58.5784,-58.9074,-57.7044,-57.6992,-56.0973
4.8,-57.4692,-57.5162,-56.5058,-55.251,-58.184,-57.0827,-58.412,-56.6804,-56.0404,-54.626,-57.5179,-57.5524,-57.0222,-56.584,-58.0386,-59.5289,-58.0401,-57.9832,-56.1864,-57.0128,-57.1135,-56.7766,-58.9054,-57.7052,-58.5555,-58.8562,-57.726,-57.6593,-56.122
4.9,-57.4727,-57.5384,-56.5365,-55.239,-58.1941,-57.0819,-58.4266,-56.6854,-56.0217,-54.6497,-57.5403,-57.5464,-57.0472,-56.6145,-58.0082,-59.5336,-57.9966,-58.002,-56.2186,-56.9897,-57.1319,-56.8014,-58.916,-57.7269,-58.5364,-58.8116,-57.7475,-57.626,-56.1476
5,-57.4782,-57.5605,-56.5671,-55.2327,-58.205,-57.084,-58.4411,-56.693,-55.9678,-54.6758,-57.5626,-57.5435,-57.0724,-56.6449,-57.9829,-59.5382,-57.9598,-58.0207,-56.2509,-56.9407,-57.151,-56.8265,-58.9266,-57.7484,-58.5208,-58.773,-57.7687,-57.5985,-56.1741
5.1,-57.4856,-57.5825,-56.5977,-55.2317,-58.2163,-57.0887,-58.4044,-56.7029,-55.8851,-54.7041,-57.5848,-57.5432,-57.0975,-56.6751,-57.9623,-59.5427,-57.929,-58.0393,-56.2831,-56.9,-57.1708,-56.8519,-58.937,-57.7697,-58.5083,-58.68,-57.7898,-57.5764,-56.2013
5.2,-57.4945,-57.6045,-56.6281,-55.2354,-58.2282,-57.0956,-58.3411,-56.7149,-55.8156,-54.7341,-57.607,-57.5452,-57.1227,-56.7052,-57.9459,-59.5472,-57.9034,-58.0577,-56.3154,-56.8667,-57.1911,-56.8776,-58.9473,-57.7908,-58.4985,-58.5742,-57.7935,-57.5589,-56.2291
5.3,-57.5048,-57.6263,-56.6584,-55.2431,-58.2404,-57.1045,-58.2861,-56.7287,-55.7579,-54.7658,-57.629,-57.5494,-57.1479,-56.7351,-57.9332,-59.5517,-57.8826,-58.076,-56.3225,-56.84,-57.2118,-56.9033,-58.9576,-57.8118,-58.4912,-58.4812,-57.7338,-57.5457,-56.2489
5.4,-57.5164,-57.6481,-56.6885,-55.2545,-58.253,-57.1152,-58.2387,-56.744,-55.7107,-54.7988,-57.6508,-57.5554,-57.1731,-56.7649,-57.9238,-59.5561,-57.866,-58.0941,-56.2772,-56.8193,-57.233,-56.9293,-58.9677,-57.8326,-58.4861,-58.3998,-57.6828,-57.5362,-56.1985
5.5,-57.5291,-57.6697,-56.7185,-55.2691,-58.2659,-57.1274,-58.1982,-56.7608,-55.6729,-54.8331,-57.6726,-57.5631,-57.1982,-56.7945,-57.9175,-59.5605,-57.8533,-58.1122,-56.2405,-56.8039,-57.2544,-56.9553,-58.9778,-57.8532,-58.483,-58.3287,-57.6395,-57.5301,-56.1574
5.6,-57.5428,-57.6912,-56.7484,-55.2866,-58.2791,-57.1411,-58.1637,-56.7788,-55.6434,-54.8684,-57.6942,-57.5723,-57.2233,-56.8239,-57.9138,-59.5649,-57.844,-58.1301,-56.2114,-56.7932,-57.2762,-56.9813,-58.9877,-57.8736,-58.4817,-58.2668,-57.6031,-57.527,-56.1244
5.7,-57.5573,-57.7126,-56.778,-55.3065,-58.2925,-57.156,-58.1346,-56.7979,-55.6214,-54.9046,-57.7157,-57.5829,-57.2482,-56.8531,-57.9124,-59.5692,-57.8377,-58.1478,-56.1892,-56.7867,-57.2982,-57.0074,-58.9377,-57.8938,-58.4819,-58.2133,-57.573,-57.5011,-56.0989
5.8,-57.5726,-57.7339,-56.8075,-55.3287,-58.3061,-57.1719,-58.1105,-56.818,-55.6059,-54.9416,-57.737,-57.5945,-57.2731,-56.8821,-57.9132,-59.5734,-57.8342,-58.1654,-56.173,-56.784,-57.3203,-57.0335,-58.8699,-57.9139,-58.4836,-58.1673,-57.458,-57.424,-56.0798
5.9,-57.5885,-57.755,-56.8368,-55.3529,-58.3199,-57.1888,-58.0908,-56.8388,-55.5964,-54.9792,-57.7582,-57.6072,-57.2978,-56.9109,-57.9159,-59.5776,-57.8331,-58.1829,-56.1623,-56.7846,-57.3426,-57.0596,-58.8103,-57.9338,-58.4865,-58.128,-57.2849,-57.3578,-56.0666
6,-57.605,-57.776,-56.8659,-55.3787,-58.3338,-57.2066,-58.075,-56.8604,-55.5921,-54.9541,-57.7792,-57.6208,-57.3225,-56.9395,-57.9203,-59.5818,-57.8342,-58.2002,-56.1564,-56.7882,-57.365,-57.0856,-58.7583,-57.9535,-58.4906,-58.0948,-57.1337,-57.3013,-56.0586
6.1,-57.622,-57.7968,-56.8948,-55.4061,-58.3478,-57.225,-58.0628,-56.8827,-55.5925,-54.9217,-57.8001,-57.6352,-57.347,-56.918,-57.9262,-59.5859,-57.8372,-58.2173,-56.1548,-56.7945,-57.3875,-57.1115,-58.7131,-57.9731,-58.4956,-58.0669,-57.002,-57.2537,-56.0552
6.2,-57.6394,-57.8175,-56.9235,-55.4347,-58.3618,-57.2441,-58.0364,-56.9054,-55.597,-54.8978,-57.8208,-57.6503,-57.3714,-56.8706,-57.9334,-59.59,-57.842,-58.2344,-56.157,-56.8032,-57.41,-57.1374,-58.6739,-57.9924,-58.5016,-58.0439,-56.8878,-57.2138,-56.056
6.3,-57.6572,-57.838,-56.952,-55.4645,-58.3759,-57.2638,-57.9493,-56.9286,-55.6052,-54.8814,-57.7827,-57.6659,-57.3956,-56.8314,-57.9418,-59.5941,-57.8483,-58.2512,-56.1626,-56.8139,-57.4326,-57.1632,-58.6402,-58.0116,-58.5083,-58.0252,-56.7893,-57.181,-56.0604
6.4,-57.6753,-57.7917,-56.9802,-55.4953,-58.3901,-57.2839,-57.8396,-56.9522,-55.6,-54.8717,-57.7271,-57.6565,-57.4197,-56.7995,-57.9513,-59.5981,-57.856,-58.268,-56.1713,-56.8264,-57.4551,-57.1889,-58.6114,-58.0307,-58.5158,-58.0104,-56.6633,-57.1544,-56.068
6.5,-57.6936,-57.7368,-57.0083,-55.5269,-58.4042,-57.3044,-57.6957,-56.9761,-55.5372,-54.868,-57.6798,-57.5938,-57.4436,-56.7741,-57.9617,-59.602,-57.8648,-58.2846,-56.1826,-56.8407,-57.4777,-57.2144,-58.587,-58.0495,-58.5238,-57.9991,-56.5154,-57.1335,-56.0786
6.6,-57.7121,-57.69,-57.0361,-55.5592,-58.4184,-57.3252,-57.5526,-57.0003,-55.4856,-54.8696,-57.6398,-57.5402,-57.3855,-56.7547,-57.9729,-59.606,-57.8748,-58.301,-56.1963,-56.8563,-57.5001,-57.2399,-58.5666,-58.0682,-58.5324,-57.991,-56.3874,-57.1176,-56.0917
6.7,-57.7309,-57.6505,-57.0638,-55.5922,-58.4325,-57.3463,-57.3631,-57.0247,-55.4441,-54.8759,-57.6064,-57.4948,-57.3363,-56.7404,-57.9848,-59.6099,-57.8857,-58.3173,-56.2121,-56.8732,-57.5226,-57.2651,-58.5497,-58.0867,-58.5415,-57.9856,-56.2772,-57.1061,-56.107
6.8,-57.7497,-57.6176,-57.0912,-55.6256,-58.4467,-57.3677,-57.1971,-57.0493,-55.4116,-54.8863,-57.5789,-57.4568,-57.295,-56.7308,-57.9974,-59.6137,-57.8974,-58.3335,-56.2297,-56.8913,-57.5449,-57.2903,-58.536,-58.1051,-58.551,-57.9827,-56.1829,-57.0987,-56.1244
6.9,-57.7687,-57.5905,-57.1184,-55.6595,-58.4608,-57.3892,-57.0524,-57.074,-55.3872,-54.9004,-57.5567,-57.4253,-57.2608,-56.7254,-58.0105,-59.6175,-57.9099,-58.3495,-56.249,-56.9103,-57.5672,-57.3153,-58.5252,-58.1232,-58.5609,-57.982,-56.0538,-57.0948,-56.1435
7,-57.7877,-57.5686,-57.1454,-55.6938,-58.4748,-57.4109,-56.9265,-57.0987,-55.3698,-54.9177,-57.5392,-57.3997,-57.2329,-56.7236,-58.0241,-59.6213,-57.923,-58.3654,-56.2127,-56.9302,-57.5894,-57.3401,-58.5169,-58.1413,-58.571,-57.9834,-55.9123,-57.0941,-56.1641
7.1,-57.8068,-57.5514,-57.1721,-55.7283,-58.4889,-57.4327,-56.8176,-57.1236,-55.3588,-54.9379,-57.526,-57.3794,-57.2108,-56.7252,-58.0381,-59.6251,-57.9367,-58.3811,-56.161,-56.9508,-57.6028,-57.3648,-58.5109,-58.1591,-58.5815,-57.9865,-55.7907,-57.0962,-56.1861
7.2,-57.8259,-57.5385,-57.1987,-55.7631,-58.5028,-57.4546,-56.7238,-57.1485,-55.3534,-54.9606,-57.5165,-57.3638,-57.1936,-56.7297,-58.0525,-59.6288,-57.9508,-58.3967,-56.1187,-56.9721,-57.5436,-57.3893,-58.507,-58.1768,-58.5922,-57.9912,-55.6868,-57.1009,-56.2093
7.3,-57.8451,-57.5292,-57.225,-55.798,-58.5167,-57.4765,-56.6436,-57.1733,-55.3531,-54.9856,-57.5105,-57.3524,-57.1811,-56.7368,-58.0671,-59.6324,-57.9654,-58.4121,-56.0848,-56.9939,-57.4932,-57.4136,-58.5049,-58.1943,-58.603,-57.9973,-55.5988,-57.042,-56.2336
7.4,-57.8642,-57.5233,-57.2511,-55.833,-58.5305,-57.4984,-56.5754,-57.1982,-55.3572,-55.0125,-57.5074,-57.3447,-57.1725,-56.7462,-58.0821,-59.6361,-57.9804,-58.4274,-56.0584,-57.0162,-57.4508,-57.4377,-58.5045,-58.2117,-58.6141,-58.0046,-55.5249,-56.9769,-56.2587
7.5,-57.8833,-57.5204,-57.2769,-55.8681,-58.5442,-57.5204,-56.5181,-57.223,-55.3487,-55.0411,-57.5071,-57.3404,-57.1676,-56.7577,-58.0972,-59.6397,-57.9956,-58.4426,-56.0387,-57.0389,-57.4153,-57.4617,-58.5055,-58.2289,-58.6253,-58.013,-55.4636,-56.8802,-56.2847
7.6,-57.8936,-57.5202,-57.3026,-55.9033,-58.5579,-57.5423,-56.4705,-57.2478,-55.2834,-55.0712,-57.4509,-57.3391,-57.1659,-56.771,-58.1126,-59.6432,-58.0111,-58.4576,-56.0249,-57.062,-57.3862,-57.4855,-58.5079,-58.2459,-58.6366,-58.0225,-55.4135,-56.7579,-56.3113
7.7,-57.831,-57.5224,-57.328,-55.9384,-58.5715,-57.5642,-56.4314,-57.2725,-55.2299,-55.1026,-57.3796,-57.3405,-57.1671,-56.7859,-58.1281,-59.6468,-58.0269,-58.4725,-56.0164,-57.0853,-57.3628,-57.5091,-58.5114,-58.2628,-58.648,-58.0327,-55.3734,-56.6523,-56.3384
